 op name, start time, total time(us), device type
 /model/transformer/h.0/mlp/act/Add_1_output_0(Add), 12:05:05.355856, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_3_output_0(Mul), 12:05:05.355857, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.355857, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.355857, 17, npu_aicore
 hidden_block0(Add), 12:05:05.355857, 2, npu_aicore
 netoutput_cast_23(CastT), 12:05:05.355857, 2, npu_aicore
 graphop_data_cast_30(CastT), 12:05:05.355858, 2, npu_aicore
 transdata_for_nd_22(TransData), 12:05:05.355858, 4, npu_aicore
 /model/transformer/h.1/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.355858, 4, npu_aicore
 transdata_for_nd_23(TransData), 12:05:05.355859, 4, npu_aicore
 /model/transformer/h.1/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.355859, 2, npu_aicore
 /model/transformer/h.1/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.355860, 16, npu_aicore
 /model/transformer/h.1/attn/Split_output_0(SplitD), 12:05:05.355860, 6, npu_aicore
 /model/transformer/h.1/attn/Transpose_1_output_0(Permute), 12:05:05.355861, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_2_output_0(Permute), 12:05:05.355861, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_output_0(Permute), 12:05:05.355861, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_1_output_0(Mul), 12:05:05.355862, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_output_0(Mul), 12:05:05.355862, 2, npu_aicore
 /model/transformer/h.1/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.355863, 17, npu_aicore
 /model/transformer/h.1/attn/Add_output_0(Add), 12:05:05.355863, 2, npu_aicore
 /model/transformer/h.1/attn/Softmax_output_0(Softmax), 12:05:05.355863, 3, npu_aicore
 /model/transformer/h.1/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.355863, 17, npu_aicore
 /model/transformer/h.1/attn/Transpose_3_output_0(Permute), 12:05:05.355864, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.355864, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.355864, 17, npu_aicore
 /model/transformer/h.1/Add_output_0(Add), 12:05:05.355865, 2, npu_aicore
 transdata_for_nd_24(TransData), 12:05:05.355865, 4, npu_aicore
 /model/transformer/h.1/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.355865, 4, npu_aicore
 transdata_for_nd_25(TransData), 12:05:05.355866, 4, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.355866, 2, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.355866, 17, npu_aicore
 transdata_for_nd_26(TransData), 12:05:05.355867, 5, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_output_0(Mul), 12:05:05.355867, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Pow_output_0(Pow), 12:05:05.355867, 2, npu_aicore
 transdata_for_nd_27(TransData), 12:05:05.355868, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_1_output_0(Mul), 12:05:05.355868, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Add_output_0(Add), 12:05:05.355868, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_2_output_0(Mul), 12:05:05.355869, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Tanh_output_0(Activation), 12:05:05.355869, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Add_1_output_0(Add), 12:05:05.355869, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_3_output_0(Mul), 12:05:05.355870, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.355870, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.355870, 17, npu_aicore
 /model/transformer/h.1/Add_1_output_0(Add), 12:05:05.355871, 1, npu_aicore
 transdata_for_nd_28(TransData), 12:05:05.355871, 4, npu_aicore
 /model/transformer/ln_f/LayerNormalization_output_0(LayerNorm), 12:05:05.355871, 4, npu_aicore
 transdata_for_nd_29(TransData), 12:05:05.355872, 4, npu_aicore
 hidden_block1(Reshape), 12:05:05.355872, 2, npu_aicore
 logits__matmul_converted_MatMul_InReshape(Reshape), 12:05:05.355872, 5, npu_aicore
 logits__matmul_converted_MatMul(MatMulV2), 12:05:05.355872, 418, npu_aicore
 logits(Reshape), 12:05:05.355872, 47, npu_aicore
 /Reshape_output_0(Reshape), 12:05:05.365955, 20, npu_aicore
 netoutput_cast_6(CastT), 12:05:05.365955, 4, npu_aicore
 graphop_data_cast_14(CastT), 12:05:05.365956, 2, npu_aicore
 transdata_for_nd_16(TransData), 12:05:05.365956, 4, npu_aicore
 /model/transformer/h.0/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.365956, 4, npu_aicore
 transdata_for_nd_17(TransData), 12:05:05.365957, 4, npu_aicore
 /model/transformer/h.0/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.365957, 2, npu_aicore
 /model/transformer/h.0/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365957, 18, npu_aicore
 /model/transformer/h.0/attn/Split_output_0(SplitD), 12:05:05.365958, 7, npu_aicore
 /model/transformer/h.0/attn/Transpose_1_output_0(Permute), 12:05:05.365958, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_2_output_0(Permute), 12:05:05.365959, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_output_0(Permute), 12:05:05.365959, 2, npu_aicore
 /model/transformer/h.0/attn/Mul_1_output_0(Mul), 12:05:05.365959, 2, npu_aicore
 /model/transformer/h.0/attn/Mul_output_0(Mul), 12:05:05.365960, 2, npu_aicore
 /model/transformer/h.0/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.365960, 18, npu_aicore
 /model/transformer/h.0/attn/Add_output_0(Add), 12:05:05.365960, 2, npu_aicore
 /model/transformer/h.0/attn/Softmax_output_0(Softmax), 12:05:05.365961, 4, npu_aicore
 /model/transformer/h.0/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.365961, 18, npu_aicore
 /model/transformer/h.0/attn/Transpose_3_output_0(Permute), 12:05:05.365961, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.365962, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365962, 18, npu_aicore
 /model/transformer/h.0/Add_output_0(Add), 12:05:05.365962, 2, npu_aicore
 transdata_for_nd_18(TransData), 12:05:05.365963, 4, npu_aicore
 /model/transformer/h.0/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.365963, 4, npu_aicore
 transdata_for_nd_19(TransData), 12:05:05.365964, 5, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.365964, 2, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365965, 18, npu_aicore
 transdata_for_nd_20(TransData), 12:05:05.365965, 5, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_output_0(Mul), 12:05:05.365965, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Pow_output_0(Pow), 12:05:05.365965, 2, npu_aicore
 transdata_for_nd_21(TransData), 12:05:05.365966, 3, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_1_output_0(Mul), 12:05:05.365967, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Add_output_0(Add), 12:05:05.365967, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_2_output_0(Mul), 12:05:05.365967, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Tanh_output_0(Activation), 12:05:05.365967, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Add_1_output_0(Add), 12:05:05.365968, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_3_output_0(Mul), 12:05:05.365968, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.365968, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365969, 18, npu_aicore
 hidden_block0(Add), 12:05:05.365969, 2, npu_aicore
 netoutput_cast_23(CastT), 12:05:05.365970, 2, npu_aicore
 graphop_data_cast_30(CastT), 12:05:05.365970, 3, npu_aicore
 transdata_for_nd_22(TransData), 12:05:05.365971, 4, npu_aicore
 /model/transformer/h.1/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.365971, 4, npu_aicore
 transdata_for_nd_23(TransData), 12:05:05.365971, 4, npu_aicore
 /model/transformer/h.1/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.365972, 2, npu_aicore
 /model/transformer/h.1/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365972, 18, npu_aicore
 /model/transformer/h.1/attn/Split_output_0(SplitD), 12:05:05.365972, 6, npu_aicore
 /model/transformer/h.1/attn/Transpose_1_output_0(Permute), 12:05:05.365973, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_2_output_0(Permute), 12:05:05.365973, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_output_0(Permute), 12:05:05.365973, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_1_output_0(Mul), 12:05:05.365974, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_output_0(Mul), 12:05:05.365974, 2, npu_aicore
 /model/transformer/h.1/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.365975, 18, npu_aicore
 /model/transformer/h.1/attn/Add_output_0(Add), 12:05:05.365975, 3, npu_aicore
 /model/transformer/h.1/attn/Softmax_output_0(Softmax), 12:05:05.365976, 3, npu_aicore
 /model/transformer/h.1/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.365976, 18, npu_aicore
 /model/transformer/h.1/attn/Transpose_3_output_0(Permute), 12:05:05.365976, 3, npu_aicore
 /model/transformer/h.1/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.365977, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365977, 18, npu_aicore
 /model/transformer/h.1/Add_output_0(Add), 12:05:05.365977, 2, npu_aicore
 transdata_for_nd_24(TransData), 12:05:05.365978, 5, npu_aicore
 /model/transformer/h.1/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.365978, 4, npu_aicore
 transdata_for_nd_25(TransData), 12:05:05.365979, 5, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.365979, 2, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365979, 18, npu_aicore
 transdata_for_nd_26(TransData), 12:05:05.365980, 5, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_output_0(Mul), 12:05:05.365980, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Pow_output_0(Pow), 12:05:05.365981, 2, npu_aicore
 transdata_for_nd_27(TransData), 12:05:05.365981, 3, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_1_output_0(Mul), 12:05:05.365981, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Add_output_0(Add), 12:05:05.365982, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_2_output_0(Mul), 12:05:05.365982, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Tanh_output_0(Activation), 12:05:05.365982, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Add_1_output_0(Add), 12:05:05.365983, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_3_output_0(Mul), 12:05:05.365983, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.365984, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365984, 18, npu_aicore
 /model/transformer/h.1/Add_1_output_0(Add), 12:05:05.365985, 2, npu_aicore
 transdata_for_nd_28(TransData), 12:05:05.365985, 4, npu_aicore
 /model/transformer/ln_f/LayerNormalization_output_0(LayerNorm), 12:05:05.365985, 4, npu_aicore
 transdata_for_nd_29(TransData), 12:05:05.365985, 4, npu_aicore
 hidden_block1(Reshape), 12:05:05.365986, 2, npu_aicore
 logits__matmul_converted_MatMul_InReshape(Reshape), 12:05:05.365986, 5, npu_aicore
 logits__matmul_converted_MatMul(MatMulV2), 12:05:05.365986, 421, npu_aicore
 logits(Reshape), 12:05:05.365987, 51, npu_aicore
 /Reshape_output_0(Reshape), 12:05:05.365987, 20, npu_aicore
 netoutput_cast_6(CastT), 12:05:05.365987, 4, npu_aicore
 graphop_data_cast_14(CastT), 12:05:05.365988, 3, npu_aicore
 transdata_for_nd_16(TransData), 12:05:05.365988, 4, npu_aicore
 /model/transformer/h.0/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.365989, 4, npu_aicore
 transdata_for_nd_17(TransData), 12:05:05.365989, 4, npu_aicore
 /model/transformer/h.0/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.365989, 2, npu_aicore
 /model/transformer/h.0/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365990, 19, npu_aicore
 /model/transformer/h.0/attn/Split_output_0(SplitD), 12:05:05.365990, 7, npu_aicore
 /model/transformer/h.0/attn/Transpose_1_output_0(Permute), 12:05:05.365991, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_2_output_0(Permute), 12:05:05.365991, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_output_0(Permute), 12:05:05.365991, 3, npu_aicore
 /model/transformer/h.0/attn/Mul_1_output_0(Mul), 12:05:05.365992, 2, npu_aicore
 /model/transformer/h.0/attn/Mul_output_0(Mul), 12:05:05.365992, 2, npu_aicore
 /model/transformer/h.0/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.365992, 18, npu_aicore
 /model/transformer/h.0/attn/Add_output_0(Add), 12:05:05.365992, 3, npu_aicore
 /model/transformer/h.0/attn/Softmax_output_0(Softmax), 12:05:05.365993, 3, npu_aicore
 /model/transformer/h.0/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.365993, 18, npu_aicore
 /model/transformer/h.0/attn/Transpose_3_output_0(Permute), 12:05:05.365994, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.365994, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365995, 18, npu_aicore
 /model/transformer/h.0/Add_output_0(Add), 12:05:05.365995, 2, npu_aicore
 transdata_for_nd_18(TransData), 12:05:05.365995, 4, npu_aicore
 /model/transformer/h.0/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.365995, 5, npu_aicore
 transdata_for_nd_19(TransData), 12:05:05.365996, 5, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.365996, 3, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.365996, 18, npu_aicore
 transdata_for_nd_20(TransData), 12:05:05.365997, 4, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_output_0(Mul), 12:05:05.365997, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Pow_output_0(Pow), 12:05:05.365997, 2, npu_aicore
 transdata_for_nd_21(TransData), 12:05:05.365998, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_1_output_0(Mul), 12:05:05.365998, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Add_output_0(Add), 12:05:05.365999, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_2_output_0(Mul), 12:05:05.365999, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Tanh_output_0(Activation), 12:05:05.365999, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Add_1_output_0(Add), 12:05:05.366000, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_3_output_0(Mul), 12:05:05.366000, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.366001, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366001, 18, npu_aicore
 hidden_block0(Add), 12:05:05.366002, 2, npu_aicore
 netoutput_cast_23(CastT), 12:05:05.366002, 3, npu_aicore
 graphop_data_cast_30(CastT), 12:05:05.366002, 3, npu_aicore
 transdata_for_nd_22(TransData), 12:05:05.366002, 5, npu_aicore
 /model/transformer/h.1/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.366003, 5, npu_aicore
 transdata_for_nd_23(TransData), 12:05:05.366003, 5, npu_aicore
 /model/transformer/h.1/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.366003, 2, npu_aicore
 /model/transformer/h.1/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366004, 18, npu_aicore
 /model/transformer/h.1/attn/Split_output_0(SplitD), 12:05:05.366004, 6, npu_aicore
 /model/transformer/h.1/attn/Transpose_1_output_0(Permute), 12:05:05.366005, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_2_output_0(Permute), 12:05:05.366005, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_output_0(Permute), 12:05:05.366005, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_1_output_0(Mul), 12:05:05.366006, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_output_0(Mul), 12:05:05.366006, 2, npu_aicore
 /model/transformer/h.1/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.366006, 18, npu_aicore
 /model/transformer/h.1/attn/Add_output_0(Add), 12:05:05.366007, 3, npu_aicore
 /model/transformer/h.1/attn/Softmax_output_0(Softmax), 12:05:05.366007, 3, npu_aicore
 /model/transformer/h.1/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.366008, 18, npu_aicore
 /model/transformer/h.1/attn/Transpose_3_output_0(Permute), 12:05:05.366008, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.366008, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366009, 19, npu_aicore
 /model/transformer/h.1/Add_output_0(Add), 12:05:05.366009, 2, npu_aicore
 transdata_for_nd_24(TransData), 12:05:05.366009, 5, npu_aicore
 /model/transformer/h.1/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.366010, 5, npu_aicore
 transdata_for_nd_25(TransData), 12:05:05.366010, 5, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.366010, 2, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366011, 18, npu_aicore
 transdata_for_nd_26(TransData), 12:05:05.366011, 5, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_output_0(Mul), 12:05:05.366012, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Pow_output_0(Pow), 12:05:05.366012, 2, npu_aicore
 transdata_for_nd_27(TransData), 12:05:05.366012, 3, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_1_output_0(Mul), 12:05:05.366013, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Add_output_0(Add), 12:05:05.366013, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_2_output_0(Mul), 12:05:05.366013, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Tanh_output_0(Activation), 12:05:05.366014, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Add_1_output_0(Add), 12:05:05.366014, 2, npu_aicore
 /model/transformer/h.1/mlp/act/Mul_3_output_0(Mul), 12:05:05.366014, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.366015, 2, npu_aicore
 /model/transformer/h.1/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366015, 18, npu_aicore
 /model/transformer/h.1/Add_1_output_0(Add), 12:05:05.366015, 2, npu_aicore
 transdata_for_nd_28(TransData), 12:05:05.366015, 4, npu_aicore
 /model/transformer/ln_f/LayerNormalization_output_0(LayerNorm), 12:05:05.366016, 5, npu_aicore
 transdata_for_nd_29(TransData), 12:05:05.366016, 5, npu_aicore
 hidden_block1(Reshape), 12:05:05.366017, 6, npu_aicore
 logits__matmul_converted_MatMul_InReshape(Reshape), 12:05:05.366017, 6, npu_aicore
 logits__matmul_converted_MatMul(MatMulV2), 12:05:05.366017, 421, npu_aicore
 logits(Reshape), 12:05:05.366018, 51, npu_aicore
 /Reshape_output_0(Reshape), 12:05:05.366018, 20, npu_aicore
 netoutput_cast_6(CastT), 12:05:05.366019, 4, npu_aicore
 graphop_data_cast_14(CastT), 12:05:05.366019, 2, npu_aicore
 transdata_for_nd_16(TransData), 12:05:05.366019, 4, npu_aicore
 /model/transformer/h.0/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.366020, 4, npu_aicore
 transdata_for_nd_17(TransData), 12:05:05.366020, 4, npu_aicore
 /model/transformer/h.0/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.366020, 2, npu_aicore
 /model/transformer/h.0/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366021, 19, npu_aicore
 /model/transformer/h.0/attn/Split_output_0(SplitD), 12:05:05.366021, 7, npu_aicore
 /model/transformer/h.0/attn/Transpose_1_output_0(Permute), 12:05:05.366022, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_2_output_0(Permute), 12:05:05.366022, 2, npu_aicore
 /model/transformer/h.0/attn/Transpose_output_0(Permute), 12:05:05.366022, 2, npu_aicore
 /model/transformer/h.0/attn/Mul_1_output_0(Mul), 12:05:05.366023, 2, npu_aicore
 /model/transformer/h.0/attn/Mul_output_0(Mul), 12:05:05.366023, 2, npu_aicore
 /model/transformer/h.0/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.366023, 18, npu_aicore
 /model/transformer/h.0/attn/Add_output_0(Add), 12:05:05.366024, 3, npu_aicore
 /model/transformer/h.0/attn/Softmax_output_0(Softmax), 12:05:05.366024, 3, npu_aicore
 /model/transformer/h.0/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.366025, 18, npu_aicore
 /model/transformer/h.0/attn/Transpose_3_output_0(Permute), 12:05:05.366025, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.366025, 2, npu_aicore
 /model/transformer/h.0/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366025, 19, npu_aicore
 /model/transformer/h.0/Add_output_0(Add), 12:05:05.366026, 2, npu_aicore
 transdata_for_nd_18(TransData), 12:05:05.366026, 4, npu_aicore
 /model/transformer/h.0/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.366027, 4, npu_aicore
 transdata_for_nd_19(TransData), 12:05:05.366027, 4, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.366027, 2, npu_aicore
 /model/transformer/h.0/mlp/c_fc/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366028, 18, npu_aicore
 transdata_for_nd_20(TransData), 12:05:05.366028, 5, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_output_0(Mul), 12:05:05.366028, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Pow_output_0(Pow), 12:05:05.366029, 2, npu_aicore
 transdata_for_nd_21(TransData), 12:05:05.366029, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_1_output_0(Mul), 12:05:05.366029, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Add_output_0(Add), 12:05:05.366030, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_2_output_0(Mul), 12:05:05.366030, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Tanh_output_0(Activation), 12:05:05.366030, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Add_1_output_0(Add), 12:05:05.366031, 2, npu_aicore
 /model/transformer/h.0/mlp/act/Mul_3_output_0(Mul), 12:05:05.366031, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Reshape_output_0(Reshape), 12:05:05.366031, 2, npu_aicore
 /model/transformer/h.0/mlp/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366032, 18, npu_aicore
 hidden_block0(Add), 12:05:05.366032, 2, npu_aicore
 netoutput_cast_23(CastT), 12:05:05.366032, 2, npu_aicore
 graphop_data_cast_30(CastT), 12:05:05.366032, 3, npu_aicore
 transdata_for_nd_22(TransData), 12:05:05.366033, 4, npu_aicore
 /model/transformer/h.1/ln_1/LayerNormalization_output_0(LayerNorm), 12:05:05.366033, 4, npu_aicore
 transdata_for_nd_23(TransData), 12:05:05.366034, 4, npu_aicore
 /model/transformer/h.1/attn/c_attn/Reshape_output_0(Reshape), 12:05:05.366034, 2, npu_aicore
 /model/transformer/h.1/attn/c_attn/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366035, 18, npu_aicore
 /model/transformer/h.1/attn/Split_output_0(SplitD), 12:05:05.366035, 6, npu_aicore
 /model/transformer/h.1/attn/Transpose_1_output_0(Permute), 12:05:05.366035, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_2_output_0(Permute), 12:05:05.366036, 2, npu_aicore
 /model/transformer/h.1/attn/Transpose_output_0(Permute), 12:05:05.366036, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_1_output_0(Mul), 12:05:05.366036, 2, npu_aicore
 /model/transformer/h.1/attn/Mul_output_0(Mul), 12:05:05.366037, 2, npu_aicore
 /model/transformer/h.1/attn/MatMul_output_0(BatchMatMulV2), 12:05:05.366037, 18, npu_aicore
 /model/transformer/h.1/attn/Add_output_0(Add), 12:05:05.366037, 3, npu_aicore
 /model/transformer/h.1/attn/Softmax_output_0(Softmax), 12:05:05.366038, 3, npu_aicore
 /model/transformer/h.1/attn/MatMul_1_output_0(BatchMatMulV2), 12:05:05.366038, 18, npu_aicore
 /model/transformer/h.1/attn/Transpose_3_output_0(Permute), 12:05:05.366039, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Reshape_output_0(Reshape), 12:05:05.366039, 2, npu_aicore
 /model/transformer/h.1/attn/c_proj/Gemm_output_0__matmul_converted_MatMul(MatMulV2), 12:05:05.366039, 18, npu_aicore
 /model/transformer/h.1/Add_output_0(Add), 12:05:05.366040, 2, npu_aicore
 transdata_for_nd_24(TransData), 12:05:05.366040, 5, npu_aicore
 /model/transformer/h.1/ln_2/LayerNormalization_output_0(LayerNorm), 12:05:05.366041, 4, npu_aicore
 transdata_for_nd_25(TransData), 12:05:05.366041, 4, npu_aicore
 /model/transformer/h.1/mlp/c_fc/Reshape_output_0(Reshape), 12:05:05.366041, 2, npu_aicore
